task_idx,LOC_CV,SSI_CV
0,0.16650906221849357,0.0966839597565916
1,0.14920941939059815,0.15977485149139375
2,0.5912948753622254,0.6940656368575839
3,0.23967728365938887,0.0753430169706013
4,0.5337027745134421,0.3879735866636274
5,0.23447194475665423,0.29100737894569156
6,0.2516079287165575,0.2045975633193065
7,0.6998542122237651,0.5661191909216481
8,0.2505764360892228,0.12805706425324273
9,0.28043991831112464,0.25478382790133064
10,0.5397055227455536,0.27003309054513047
11,0.43058604163452985,0.3826646587931
12,0.3042903097250923,0.129303467718917
13,0.5424659290280416,0.3236036071519115
14,0.2861104235623671,0.14639555473954494
15,0.7648751621051909,0.5714523138861016
16,0.7888106377466155,0.7637766776130213
17,0.6688399948982643,0.34465244452677385
18,0.3105168998128664,0.1324842972119607
19,0.4363534961989171,0.49108461215291455
20,0.18892601688816668,0.062256526647162566
21,0.648272312909909,0.45047600470479554
22,0.697654754275564,0.5673779688721382
23,0.5912948753622254,1.0991011200988239
24,0.4957208885712144,0.14014564516670538
25,0.09428090415820635,0.09180306384485032
26,0.43772701341316017,0.45888243059839434
27,0.712951134179539,0.7298526853954574
28,0.43401111848606955,0.5977874964205108
29,0.670599837467796,0.6696179804694372
30,0.638524469869863,0.75484305996058
31,0.42482210303182805,0.2164887049109673
32,0.2892656871751245,0.16938312668665476
33,0.6227452403262754,0.4560356132931402
34,0.7378202343558029,0.7371814090416199
35,0.4,0.6054622044163662
36,0.3627525020243563,0.2026487141943726
37,0.4264014327112209,0.25393065907089335
38,0.6528051390815944,0.688090029168176
39,0.19427127104333852,0.0953731317479224
40,0.3826034939303276,0.13366831376127897
41,0.5912948753622254,1.063307078998989
42,0.5887840577551897,0.6661827954996749
43,0.5099826512017335,0.31216942102302053
44,0.3535533905932738,0.182295814728398
45,0.5912948753622254,0.7012659751067062
46,0.36080121229411,0.232530763005037
47,0.3412661498508365,0.13718565030145416
48,0.399444637010897,0.16408532231564063
49,0.3627525020243563,0.11915861621732612
50,0.5613019342329589,0.19120676376631365
51,0.6882646846798198,0.33714869935585207
52,0.399444637010897,0.1246242285528637
53,0.5912948753622254,0.6114252233307278
54,0.9060573473661809,0.7680326557014169
55,0.4208127057650866,0.19439317276029616
56,0.300020746832808,0.23817120849512613
57,0.6189550019731473,0.5050917788340333
58,0.5144417202695318,0.3879048041185853
59,0.2336886303854652,0.05397300356199962
60,0.7153021843045255,0.84206140001425
61,0.26082026547865056,0.22250569802538622
62,0.7071067811865475,0.5919542751684365
63,0.4047605809788099,0.1030622033814954
64,0.3222508648252248,0.19705335436722626
65,0.34611482364501883,0.2875355354927121
66,0.5309470424672896,0.25650303977190625
67,0.38914163180383915,0.06812610534039659
68,0.726774179927051,0.36982687174367324
69,0.32825127926289027,0.13244229146118522
70,0.4469773406124462,0.25997591011355337
71,0.2843195286136847,0.09156044692936026
72,0.2843521121115628,0.19058184629790895
73,0.35719329011890105,0.16919826837115035
74,0.3612932482099389,0.13970134339470633
75,0.38070934910566595,0.08634769134823614
76,0.3223451642536424,0.06062718458140433
77,0.46681174370702005,0.24892904710548017
78,0.3175072755727643,0.030475369836020907
79,0.5912948753622254,0.4592703091407992
80,0.3506318480137858,0.14882300138873308
81,0.0851046318005634,0.2488690786308004
82,0.34815531191139565,0.08435686900209331
83,0.4423820461029362,0.3157106468688134
84,0.5345224838248488,0.36722308653776087
85,0.5543605145055451,0.34836454286331253
86,0.7113081234202766,0.6750977624920552
87,0.5527707983925666,0.3171463509460131
88,0.5633061810827514,0.45978158877597164
89,0.2608695652173913,0.1810079027049167
90,0.5881773548856214,0.5053961060002211
91,0.4243248244130045,0.4215414742521414
92,0.565685424949238,0.2616723733657828
93,0.5775829622611501,0.3314164916573883
94,0.2875396630784949,0.08223079271241986
95,0.4200565055751896,0.18722964143881457
96,0.3006137202441844,0.07385419433761553
97,0.5217307723784341,0.4157423453719853
98,0.35136418446315326,0.14034386293658593
99,0.42435152185502895,0.3905113425772068
100,0.5460085033949625,0.4779368458770785
101,0.3514007449111439,0.17943921288926729
102,0.42235348240158954,0.10320264026507094
103,0.24988518943137336,0.18257978811398232
104,0.5766827229620833,0.46800113835072465
105,0.1016304435753249,0.3306214682333449
106,0.3301037300680443,0.2199015195415452
107,0.25414669405521023,0.20175343864124654
108,0.4144214670532532,0.2228567392872119
109,0.29180408067877917,0.16678379451964545
110,0.2857142857142857,0.08144322193542332
111,0.3036686741223649,0.1768811495087473
112,0.6199626936329302,0.5100494962109217
113,0.37334483629965287,0.162854397648483
114,0.2858945613285406,0.19677604859228998
115,0.4837939042080309,0.511387917074585
116,0.6198529560103992,0.5769034690669529
117,0.2660068145559781,0.2468481893908718
118,0.25421614885788835,0.30984781332725314
119,0.255644863105169,0.22306542280608732
120,0.4554200340426488,0.4642773552465585
121,0.5543605145055451,0.3992164420832485
122,0.4894871012740496,0.40154082849116807
123,0.329131533464428,0.2830607272646103
124,0.6052731697478855,0.3274703350590941
125,0.3962789888917113,0.23932537689675476
126,0.26623800265416137,0.14327176628284505
127,0.35735383700546197,0.1245876544491505
128,0.5028963943613003,0.25164480197467176
129,0.2580136523188561,0.1380398901013123
130,0.23328473740792172,0.1286662233397939
131,0.2098776906328442,0.03533572659082806
132,0.17358247529972234,0.1619214484997695
133,0.338501600193165,0.4184273872887816
134,0.4391522119712287,0.4229791275964439
135,0.31622776601683794,0.11200971290504981
136,0.7925921222299555,0.5130909475380969
137,0.6628252825338966,0.26120238404087565
138,0.5912948753622254,0.6956377002627399
139,0.296107271526629,0.19203774208343422
140,0.17935379176219776,0.14400437427545365
141,0.44359094224933326,0.20027264221043253
142,0.32184043751155766,0.2575777619340721
143,0.26512894172004337,0.08460296447782996
144,0.22287057435771138,0.15071653871870344
145,0.46904785631320656,0.36917095709870185
146,0.2778309912471039,0.10144391131208064
147,0.3225806451612903,0.1497209842541308
148,0.30446282621427495,0.2555289727263275
149,0.5984105932344765,0.588613152556386
150,0.28797171505436764,0.10475782371572932
151,0.4894871012740496,0.3562946171533925
152,0.5460085033949625,0.4087479005753053
153,0.284128785353872,0.07193237944735405
154,0.2945929562327194,0.1668716082444487
155,0.24,0.11145126516971698
156,0.12854236420917944,0.12495234831067327
157,0.5912948753622254,0.14056896846281133
158,0.6407895936614977,0.5598248698300051
159,0.3868589716493314,0.19665369243527991
160,0.6098276955972386,0.5170157308824048
161,0.17232555153301382,0.13435627428671088
162,0.6900655593423543,0.5695936467033418
163,0.5991446895152781,0.3524981162461993
